SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1834355,350296,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-107,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1704872,223471,Cash loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-389,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1791050,231060,Cash loans,26472.465,225000.0,239850.0,0.0,225000.0,THURSDAY,15,Y,1,0.0,,,XNA,Approved,-2014,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,high,Cash Street: high,365243.0,-1984.0,-1654.0,-1654.0,-1640.0,1.0
1122617,311271,Cash loans,,0.0,0.0,,,THURSDAY,13,Y,1,,,,XNA,Refused,-119,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2844299,285655,Cash loans,28465.38,225000.0,239850.0,,225000.0,SATURDAY,16,Y,1,,,,XNA,Refused,-952,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Country-wide,21,Connectivity,12.0,high,Cash Street: high,,,,,,
1001916,436378,Consumer loans,19040.175,335983.5,335983.5,0.0,335983.5,SUNDAY,15,Y,1,0.0,,,XAP,Approved,-559,Cash through the bank,XAP,,New,Clothing and Accessories,POS,XNA,Country-wide,5,Clothing,24.0,middle,POS industry with interest,365243.0,-527.0,163.0,365243.0,365243.0,0.0
2633650,167847,Cash loans,10244.7,90000.0,101223.0,,90000.0,THURSDAY,9,Y,1,,,,XNA,Approved,-1155,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-1125.0,-795.0,-885.0,-879.0,1.0
2526944,248161,Revolving loans,6750.0,135000.0,135000.0,0.0,135000.0,SUNDAY,5,Y,1,0.0,,,XAP,Approved,-315,XNA,XAP,,Repeater,XNA,Cards,walk-in,Country-wide,69,Connectivity,0.0,XNA,Card Street,-303.0,-265.0,365243.0,365243.0,365243.0,0.0
1816639,395480,Consumer loans,11464.38,51075.0,55120.5,0.0,51075.0,TUESDAY,13,Y,1,0.0,,,XAP,Approved,-73,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Stone,60,Consumer electronics,6.0,high,POS household with interest,365243.0,-43.0,107.0,365243.0,365243.0,1.0
2439169,201981,Consumer loans,21589.605,202756.5,198616.5,20277.0,202756.5,SATURDAY,11,Y,1,0.1008869443982409,,,XAP,Approved,-2235,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,1600,Consumer electronics,12.0,high,POS household with interest,365243.0,-2204.0,-1874.0,-1874.0,-1863.0,1.0
2542741,418283,Consumer loans,5722.065,55606.5,56380.5,5562.0,55606.5,WEDNESDAY,12,Y,1,0.0977926889674074,,,XAP,Approved,-643,XNA,XAP,,Repeater,Computers,POS,XNA,Country-wide,50,Connectivity,12.0,middle,POS mobile with interest,365243.0,-612.0,-282.0,-552.0,-541.0,0.0
2162756,329116,Consumer loans,4636.8,36202.5,37552.5,0.0,36202.5,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-652,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,7000,Furniture,10.0,middle,POS industry with interest,365243.0,-621.0,-351.0,-381.0,-368.0,0.0
2316247,252670,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-141,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1376306,419707,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-273,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1352324,250815,Cash loans,,0.0,0.0,,,SATURDAY,5,Y,1,,,,XNA,Canceled,-331,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2376987,363471,Cash loans,27578.61,315000.0,349096.5,,315000.0,MONDAY,18,Y,1,,,,XNA,Refused,-1214,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,,,,,,
2526229,187429,Consumer loans,3838.59,26342.1,21072.6,5269.5,26342.1,THURSDAY,13,Y,1,0.217862833466373,,,XAP,Approved,-445,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,18,Connectivity,6.0,middle,POS mobile without interest,365243.0,-407.0,-257.0,-257.0,-253.0,0.0
1024818,129872,Cash loans,10119.69,45000.0,52051.5,,45000.0,SATURDAY,10,Y,1,,,,XNA,Approved,-888,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-858.0,-708.0,-708.0,-705.0,1.0
2789606,382288,Consumer loans,13524.3,239602.5,239602.5,0.0,239602.5,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-1548,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,2500,Consumer electronics,24.0,low_normal,POS household without interest,365243.0,-1517.0,-827.0,-827.0,-824.0,0.0
2455055,266836,Cash loans,,0.0,0.0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-384,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2247897,177385,Revolving loans,6750.0,135000.0,135000.0,,135000.0,THURSDAY,10,Y,1,,,,XAP,Approved,-315,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1222948,146277,Revolving loans,11250.0,225000.0,225000.0,,225000.0,FRIDAY,17,Y,1,,,,XAP,Refused,-1053,XNA,HC,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
1530838,171625,Cash loans,8526.51,229500.0,291604.5,,229500.0,MONDAY,10,Y,1,,,,Urgent needs,Approved,-934,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-904.0,866.0,365243.0,365243.0,1.0
2268874,354463,Cash loans,,0.0,0.0,,,MONDAY,14,Y,1,,,,XNA,Canceled,-410,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2166914,192537,Consumer loans,4990.725,38650.5,44919.0,3865.5,38650.5,SUNDAY,16,Y,1,0.0862954608347099,,,XAP,Approved,-1904,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,40,Connectivity,14.0,high,POS mobile with interest,365243.0,-1873.0,-1483.0,-1483.0,-1477.0,0.0
1403961,204475,Cash loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-50,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1165798,447684,Consumer loans,7125.975,87767.28,70213.5,17553.78,87767.28,WEDNESDAY,16,Y,1,0.2178222022852002,0.1607021421285277,0.715644820295983,XAP,Approved,-505,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,30,Connectivity,12.0,middle,POS mobile with interest,365243.0,-468.0,-138.0,-378.0,-375.0,0.0
1159546,296524,Cash loans,39547.665,720000.0,781776.0,,720000.0,THURSDAY,9,Y,1,,,,XNA,Approved,-917,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-887.0,-17.0,-587.0,-585.0,1.0
2038549,353629,Consumer loans,14009.535,298080.0,309330.0,0.0,298080.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-471,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,2417,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-440.0,250.0,365243.0,365243.0,0.0
2062114,306987,Cash loans,7137.54,81000.0,89019.0,,81000.0,MONDAY,9,Y,1,,,,XNA,Approved,-950,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),6,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-920.0,-410.0,-800.0,-789.0,1.0
2825029,434010,Cash loans,39083.4,1350000.0,1546020.0,,1350000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-238,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_action,Cash X-Sell: low,365243.0,-208.0,1562.0,365243.0,365243.0,1.0
1901808,206061,Consumer loans,1553.04,10075.5,9706.5,1008.0,10075.5,SATURDAY,12,Y,1,0.1024596235348019,,,XAP,Approved,-1256,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,80,Connectivity,8.0,high,POS mobile with interest,365243.0,-1225.0,-1015.0,-1135.0,-1129.0,0.0
1252419,212016,Cash loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-231,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1532806,206879,Consumer loans,2502.72,18450.0,20281.5,1845.0,18450.0,MONDAY,9,Y,1,0.0908129495072753,,,XAP,Approved,-1921,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,80,Consumer electronics,10.0,middle,POS household with interest,365243.0,-1880.0,-1610.0,-1790.0,-1782.0,0.0
2177231,320540,Consumer loans,37734.57,204804.0,213588.0,0.0,204804.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-511,Cash through the bank,XAP,,Refreshed,Furniture,POS,XNA,Regional / Local,140,Furniture,6.0,low_normal,POS industry with interest,365243.0,-480.0,-330.0,-330.0,-325.0,0.0
1621510,386808,Consumer loans,5189.67,26950.5,25452.0,2700.0,26950.5,THURSDAY,11,Y,1,0.104452452917926,,,XAP,Approved,-1727,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,34,Connectivity,6.0,high,POS mobile with interest,365243.0,-1690.0,-1540.0,-1600.0,-1591.0,0.0
2535651,284211,Consumer loans,13093.2,86998.5,60898.5,26100.0,86998.5,THURSDAY,9,Y,1,0.3267329060532391,,,XAP,Approved,-1730,Cash through the bank,XAP,Family,Repeater,Construction Materials,POS,XNA,Stone,12,Construction,5.0,low_normal,POS industry without interest,365243.0,-1695.0,-1575.0,-1605.0,-1601.0,0.0
2074969,379341,Consumer loans,6852.24,68800.5,62050.5,6750.0,68800.5,FRIDAY,18,Y,1,0.1068504391154662,,,XAP,Approved,-391,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,50,Connectivity,12.0,high,POS mobile with interest,365243.0,-350.0,-20.0,-80.0,-74.0,0.0
2370986,365188,Cash loans,37288.665,450000.0,599400.0,,450000.0,TUESDAY,14,Y,1,,,,XNA,Approved,-639,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,high,Cash X-Sell: high,365243.0,-609.0,261.0,-459.0,-431.0,1.0
1091464,250142,Cash loans,,0.0,0.0,,,WEDNESDAY,16,Y,1,,,,XNA,Canceled,-258,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1131682,354302,Consumer loans,7067.7,51480.0,50125.5,5175.0,51480.0,FRIDAY,15,Y,1,0.1019167178333912,,,XAP,Approved,-1677,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,31,Connectivity,10.0,high,POS mobile with interest,365243.0,-1641.0,-1371.0,-1371.0,-1367.0,0.0
1973578,270410,Consumer loans,8615.97,71991.0,78327.0,0.0,71991.0,WEDNESDAY,14,Y,1,0.0,,,XAP,Approved,-786,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-755.0,-485.0,-485.0,-481.0,0.0
1092991,150524,Consumer loans,,68800.5,68800.5,0.0,68800.5,SUNDAY,14,Y,1,0.0,,,XAP,Unused offer,-389,Cash through the bank,CLIENT,,Refreshed,Mobile,XNA,XNA,Country-wide,52,Connectivity,,XNA,POS mobile with interest,,,,,,
2757836,122485,Cash loans,26316.0,900000.0,900000.0,,900000.0,SATURDAY,16,Y,1,,,,XNA,Refused,-393,XNA,HC,,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
1584429,135384,Consumer loans,3593.565,30055.5,32701.5,0.0,30055.5,SATURDAY,11,Y,1,0.0,,,XAP,Approved,-647,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-612.0,-342.0,-342.0,-338.0,0.0
2299629,302058,Consumer loans,2452.905,17185.5,17046.0,1440.0,17185.5,SATURDAY,11,Y,1,0.0848366823050367,,,XAP,Approved,-2027,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,1760,Consumer electronics,10.0,high,POS household with interest,365243.0,-1996.0,-1726.0,-1726.0,-1718.0,0.0
1836483,399334,Cash loans,,0.0,0.0,,,TUESDAY,9,Y,1,,,,XNA,Canceled,-469,XNA,XAP,,Repeater,XNA,XNA,XNA,AP+ (Cash loan),100,XNA,,XNA,Cash,,,,,,
2122122,239732,Consumer loans,8554.86,65992.5,64129.5,6750.0,65992.5,FRIDAY,11,Y,1,0.103716358557321,,,XAP,Approved,-2352,Cash through the bank,XAP,Other_B,New,Mobile,POS,XNA,Stone,46,Connectivity,10.0,high,POS mobile with interest,365243.0,-2321.0,-2051.0,-2051.0,-2021.0,1.0
1339466,163038,Consumer loans,12821.535,255834.0,284607.0,0.0,255834.0,MONDAY,13,Y,1,0.0,,,XAP,Approved,-400,XNA,XAP,,Repeater,Furniture,POS,XNA,Country-wide,110,Furniture,24.0,low_action,POS industry without interest,365243.0,-340.0,350.0,365243.0,365243.0,0.0
2305382,385989,Consumer loans,3312.045,24925.5,24282.0,2493.0,24925.5,TUESDAY,15,Y,1,0.1014044308632544,,,XAP,Approved,-2101,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,39,Connectivity,10.0,high,POS mobile with interest,365243.0,-2062.0,-1792.0,-1792.0,-1788.0,0.0
1422836,305723,Cash loans,9716.805,90000.0,95940.0,,90000.0,FRIDAY,14,Y,1,,,,XNA,Refused,-1186,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Country-wide,42,Connectivity,12.0,middle,Cash X-Sell: middle,,,,,,
1145825,383486,Cash loans,26337.96,270000.0,284611.5,,270000.0,SUNDAY,19,Y,1,,,,XNA,Approved,-346,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,low_action,Cash X-Sell: low,365243.0,-316.0,14.0,365243.0,365243.0,1.0
1249081,266949,Consumer loans,5914.53,54810.0,49329.0,5481.0,54810.0,SATURDAY,13,Y,1,0.1089090909090909,,,XAP,Approved,-1413,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,88,Connectivity,12.0,high,POS mobile with interest,365243.0,-1337.0,-1007.0,-1187.0,-1181.0,0.0
1079938,327565,Consumer loans,5369.67,31680.0,30204.0,3168.0,31680.0,WEDNESDAY,11,Y,1,0.1033872707659115,,,XAP,Approved,-444,Cash through the bank,XAP,Unaccompanied,Refreshed,Computers,POS,XNA,Stone,40,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-401.0,-251.0,-311.0,-307.0,0.0
1619048,116602,Consumer loans,5086.98,92736.0,112320.0,0.0,92736.0,THURSDAY,14,Y,1,0.0,,,XAP,Approved,-1181,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,1775,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1149.0,-459.0,-489.0,-485.0,0.0
2555121,102797,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-42,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1259799,126962,Cash loans,16938.405,202500.0,294786.0,,202500.0,THURSDAY,10,Y,1,,,,XNA,Approved,-769,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,365243.0,-739.0,311.0,365243.0,365243.0,1.0
1053818,328280,Consumer loans,4446.675,22410.0,21168.0,2241.0,22410.0,SUNDAY,5,Y,1,0.1042612981021285,,,XAP,Approved,-1483,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,41,Connectivity,6.0,high,POS mobile with interest,365243.0,-1452.0,-1302.0,-1332.0,-1329.0,0.0
2187640,173036,Cash loans,,0.0,0.0,,,MONDAY,16,Y,1,,,,XNA,Refused,-432,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2514139,412445,Revolving loans,,0.0,0.0,,,FRIDAY,13,Y,1,,,,XAP,Canceled,-8,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1880012,324740,Cash loans,25501.815,675000.0,767664.0,,675000.0,TUESDAY,12,Y,1,,,,XNA,Approved,-900,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,low_normal,Cash Street: low,365243.0,-868.0,542.0,-778.0,-770.0,0.0
1191034,348908,Cash loans,8043.525,135000.0,152820.0,,135000.0,MONDAY,9,Y,1,,,,XNA,Refused,-148,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,,,,,,
1755253,199053,Consumer loans,6144.075,51705.0,58221.0,5170.5,51705.0,THURSDAY,8,Y,1,0.0888312241460534,,,XAP,Refused,-501,Cash through the bank,LIMIT,,Repeater,Computers,POS,XNA,Country-wide,200,Consumer electronics,12.0,middle,POS household with interest,,,,,,
1075698,337034,Consumer loans,8599.5,33075.0,33075.0,0.0,33075.0,FRIDAY,11,Y,1,0.0,,,XAP,Approved,-1110,Cash through the bank,XAP,,New,Homewares,POS,XNA,Country-wide,98,Construction,4.0,low_action,POS other with interest,365243.0,-1072.0,-982.0,-982.0,-974.0,0.0
1823601,115753,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Canceled,-168,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,MLM partners,,XNA,Cash,,,,,,
2146061,143067,Cash loans,,0.0,0.0,,,TUESDAY,6,Y,1,,,,XNA,Canceled,-206,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2791765,212269,Consumer loans,12149.235,88605.0,101353.5,8860.5,88605.0,SUNDAY,13,Y,1,0.0875559366323697,,,XAP,Approved,-866,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,77,Connectivity,12.0,high,POS mobile with interest,365243.0,-823.0,-493.0,-493.0,-488.0,0.0
2093592,454699,Cash loans,32895.0,1125000.0,1125000.0,,1125000.0,THURSDAY,11,Y,1,,,,XNA,Refused,-183,Non-cash from your account,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Regional / Local,250,Consumer electronics,60.0,low_normal,Cash X-Sell: low,,,,,,
2183208,408091,Cash loans,22849.515,225000.0,337810.5,,225000.0,WEDNESDAY,10,Y,1,,,,XNA,Refused,-1097,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,,,,,,
1208236,368845,Cash loans,24223.5,270000.0,291919.5,,270000.0,MONDAY,13,Y,1,,,,XNA,Approved,-523,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,365243.0,-493.0,17.0,365243.0,365243.0,1.0
2171907,311479,Consumer loans,9731.16,148423.5,171931.5,0.0,148423.5,FRIDAY,10,Y,1,0.0,,,XAP,Refused,-250,Cash through the bank,LIMIT,"Spouse, partner",Repeater,Computers,POS,XNA,Country-wide,1500,Consumer electronics,24.0,low_normal,POS household with interest,,,,,,
2488117,225108,Cash loans,,0.0,0.0,,,SATURDAY,10,Y,1,,,,XNA,Canceled,-312,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1836996,120924,Cash loans,11087.955,90000.0,108207.0,,90000.0,SATURDAY,12,Y,1,,,,XNA,Approved,-587,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-557.0,-227.0,-227.0,-222.0,1.0
1195586,343857,Cash loans,15120.0,135000.0,135000.0,0.0,135000.0,MONDAY,8,Y,1,0.0,,,Everyday expenses,Refused,-2105,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,,,,,,
1697525,127325,Cash loans,33464.475,585000.0,654498.0,,585000.0,SATURDAY,15,Y,1,,,,XNA,Approved,-861,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-831.0,219.0,-21.0,-13.0,1.0
1373981,394280,Consumer loans,3194.055,65155.5,52105.5,13050.0,65155.5,SUNDAY,14,Y,1,0.2181341001701523,,,XAP,Approved,-1508,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,33,Connectivity,24.0,middle,POS mobile with interest,365243.0,-1466.0,-776.0,-776.0,-759.0,0.0
1205300,319425,Consumer loans,3649.995,19305.0,17901.0,2250.0,19305.0,TUESDAY,10,Y,1,0.1216046124487392,,,XAP,Approved,-2074,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Stone,63,Connectivity,6.0,high,POS household with interest,365243.0,-2043.0,-1893.0,-1893.0,-1887.0,0.0
1825908,401411,Consumer loans,8386.29,97767.0,83214.0,22500.0,97767.0,SUNDAY,6,Y,1,0.2318003807872699,,,XAP,Approved,-235,Cash through the bank,XAP,Family,Refreshed,Computers,POS,XNA,Country-wide,2775,Consumer electronics,12.0,middle,POS household with interest,365243.0,-194.0,136.0,365243.0,365243.0,0.0
2049835,400233,Consumer loans,4368.735,124785.0,112306.5,12478.5,124785.0,MONDAY,8,Y,1,0.1089090909090909,,,XAP,Approved,-360,Cash through the bank,XAP,,New,Homewares,POS,XNA,Regional / Local,50,Construction,36.0,low_normal,POS other with interest,365243.0,-329.0,721.0,365243.0,365243.0,0.0
2131166,135461,Consumer loans,3481.47,26505.0,25524.0,2925.0,26505.0,WEDNESDAY,11,Y,1,0.1119754968220643,,,XAP,Approved,-1730,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,43,Connectivity,10.0,high,POS mobile with interest,365243.0,-1690.0,-1420.0,-1420.0,-1411.0,0.0
2091749,126233,Consumer loans,6228.81,24210.0,22648.5,2425.5,24210.0,SUNDAY,10,Y,1,0.1053517587939698,,,XAP,Refused,-147,Cash through the bank,HC,,Repeater,Mobile,POS,XNA,Country-wide,10,Connectivity,4.0,middle,POS mobile with interest,,,,,,
2613522,256187,Cash loans,24587.1,540000.0,540000.0,,540000.0,WEDNESDAY,13,Y,1,,,,XNA,Approved,-1009,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,365243.0,-977.0,433.0,-557.0,-550.0,0.0
1007427,305855,Consumer loans,6251.31,34645.5,34645.5,0.0,34645.5,SATURDAY,11,Y,1,0.0,,,XAP,Approved,-1019,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,3000,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-988.0,-838.0,-868.0,-864.0,0.0
1402870,288292,Consumer loans,6256.8,67495.5,60745.5,6750.0,67495.5,TUESDAY,12,Y,1,0.1089163519992242,,,XAP,Refused,-2138,Cash through the bank,SCO,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,519,Consumer electronics,12.0,middle,POS household with interest,,,,,,
1648377,183894,Consumer loans,8237.07,82305.0,74074.5,8230.5,82305.0,FRIDAY,15,Y,1,0.1089090909090909,,,XAP,Approved,-2734,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,75,Connectivity,12.0,high,POS mobile with interest,365243.0,-2703.0,-2373.0,-2373.0,-2368.0,0.0
2717185,408540,Consumer loans,9774.225,88573.5,101727.0,0.0,88573.5,TUESDAY,16,Y,1,0.0,,,XAP,Approved,-1787,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Stone,625,Consumer electronics,18.0,high,POS household with interest,365243.0,-1756.0,-1246.0,-1396.0,-1390.0,0.0
1989992,303112,Cash loans,13707.45,225000.0,341406.0,,225000.0,FRIDAY,12,Y,1,,,,Buying a used car,Refused,-284,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,,,,,,
1490428,369390,Consumer loans,7173.135,94450.5,109413.0,0.0,94450.5,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-469,Cash through the bank,XAP,,New,Consumer Electronics,POS,XNA,Regional / Local,809,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-438.0,72.0,365243.0,365243.0,0.0
1297162,421295,Revolving loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XAP,Canceled,-386,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2726065,137191,Consumer loans,3110.805,24867.0,22873.5,1993.5,24867.0,FRIDAY,14,Y,1,0.0873085907939327,,,XAP,Approved,-2862,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,60,Consumer electronics,8.0,low_normal,POS household without interest,365243.0,-2823.0,-2613.0,-2643.0,-2636.0,0.0
